#"Progress (%)"	"Step"	"Speed (ns/day)"	"Time Remaining"
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:15:18:05
: 30.0%	3000	41.9	2:11:11:44
: 40.0%	4000	41.9	1:9:49:36
: 50.0%	5000	41.9	21:08:32
: 60.0%	6000	41.9	13:31:52
: 70.0%	7000	41.9	8:27:26
: 80.0%	8000	41.9	4:49:58
: 90.0%	9000	41.9	2:06:51
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:15:21:26
: 30.0%	3000	41.9	2:11:13:31
: 40.0%	4000	41.9	1:9:50:49
: 50.0%	5000	41.9	21:09:24
: 60.0%	6000	41.9	13:32:30
: 70.0%	7000	41.9	8:27:52
: 80.0%	8000	41.9	4:50:14
: 90.0%	9000	41.9	2:06:59
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:15:29:12
: 30.0%	3000	41.9	2:11:16:36
: 40.0%	4000	41.9	1:9:52:23
: 50.0%	5000	41.9	21:10:16
: 60.0%	6000	41.9	13:32:59
: 70.0%	7000	41.9	8:28:07
: 80.0%	8000	41.9	4:50:22
: 90.0%	9000	41.9	2:07:02
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:15:32:35
: 30.0%	3000	41.9	2:11:18:24
: 40.0%	4000	41.9	1:9:53:36
: 50.0%	5000	41.9	21:11:08
: 60.0%	6000	41.9	13:33:37
: 70.0%	7000	41.9	8:28:34
: 80.0%	8000	41.9	4:50:38
: 90.0%	9000	41.9	2:07:10
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:15:40:21
: 30.0%	3000	41.9	2:11:21:28
: 40.0%	4000	41.9	1:9:55:10
: 50.0%	5000	41.9	21:12:00
: 60.0%	6000	41.9	13:34:06
: 70.0%	7000	41.9	8:28:49
: 80.0%	8000	41.9	4:50:45
: 90.0%	9000	41.9	2:07:12
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:15:43:38
: 30.0%	3000	41.9	2:11:23:15
: 40.0%	4000	41.9	1:9:56:22
: 50.0%	5000	41.9	21:12:53
: 60.0%	6000	41.9	13:34:44
: 70.0%	7000	41.9	8:29:16
: 80.0%	8000	41.9	4:51:02
: 90.0%	9000	41.9	2:07:20
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:15:51:25
: 30.0%	3000	41.9	2:11:26:19
: 40.0%	4000	41.9	1:9:57:56
: 50.0%	5000	41.9	21:13:44
: 60.0%	6000	41.9	13:35:12
: 70.0%	7000	41.9	8:29:31
: 80.0%	8000	41.9	4:51:09
: 90.0%	9000	41.9	2:07:23
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:15:54:44
: 30.0%	3000	41.9	2:11:28:07
: 40.0%	4000	41.9	1:9:59:08
: 50.0%	5000	41.9	21:14:36
: 60.0%	6000	41.9	13:35:50
: 70.0%	7000	41.9	8:29:57
: 80.0%	8000	41.9	4:51:26
: 90.0%	9000	41.9	2:07:31
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:16:02:22
: 30.0%	3000	41.9	2:11:31:07
: 40.0%	4000	41.9	1:10:00:41
: 50.0%	5000	41.9	21:15:27
: 60.0%	6000	41.9	13:36:18
: 70.0%	7000	41.9	8:30:12
: 80.0%	8000	41.9	4:51:33
: 90.0%	9000	41.9	2:07:33
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:16:05:38
: 30.0%	3000	41.9	2:11:32:52
: 40.0%	4000	41.9	1:10:01:52
: 50.0%	5000	41.9	21:16:18
: 60.0%	6000	41.9	13:36:55
: 70.0%	7000	41.9	8:30:38
: 80.0%	8000	41.9	4:51:49
: 90.0%	9000	41.9	2:07:41
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:16:13:23
: 30.0%	3000	41.9	2:11:35:56
: 40.0%	4000	41.9	1:10:03:26
: 50.0%	5000	41.9	21:17:10
: 60.0%	6000	41.9	13:37:24
: 70.0%	7000	41.9	8:30:53
: 80.0%	8000	41.9	4:51:56
: 90.0%	9000	41.9	2:07:43
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:16:16:44
: 30.0%	3000	41.9	2:11:37:43
: 40.0%	4000	41.9	1:10:04:38
: 50.0%	5000	41.9	21:18:02
: 60.0%	6000	41.9	13:38:02
: 70.0%	7000	41.9	8:31:19
: 80.0%	8000	41.9	4:52:13
: 90.0%	9000	41.9	2:07:51
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:16:24:28
: 30.0%	3000	41.9	2:11:40:47
: 40.0%	4000	41.9	1:10:06:12
: 50.0%	5000	41.9	21:18:54
: 60.0%	6000	41.9	13:38:31
: 70.0%	7000	41.9	8:31:35
: 80.0%	8000	41.9	4:52:20
: 90.0%	9000	41.9	2:07:54
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:16:27:49
: 30.0%	3000	41.9	2:11:42:34
: 40.0%	4000	41.9	1:10:07:25
: 50.0%	5000	41.9	21:19:46
: 60.0%	6000	41.9	13:39:08
: 70.0%	7000	41.9	8:32:01
: 80.0%	8000	41.9	4:52:36
: 90.0%	9000	41.9	2:08:02
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:16:35:30
: 30.0%	3000	41.9	2:11:45:37
: 40.0%	4000	41.9	1:10:08:58
: 50.0%	5000	41.9	21:20:37
: 60.0%	6000	41.9	13:39:37
: 70.0%	7000	41.9	8:32:16
: 80.0%	8000	41.9	4:52:44
: 90.0%	9000	41.9	2:08:04
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:16:38:50
: 30.0%	3000	41.9	2:11:47:23
: 40.0%	4000	41.9	1:10:10:09
: 50.0%	5000	41.9	21:21:29
: 60.0%	6000	41.9	13:40:14
: 70.0%	7000	41.9	8:32:42
: 80.0%	8000	41.9	4:53:00
: 90.0%	9000	41.9	2:08:12
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:16:46:31
: 30.0%	3000	41.9	2:11:50:25
: 40.0%	4000	41.9	1:10:11:43
: 50.0%	5000	41.9	21:22:21
: 60.0%	6000	41.9	13:40:43
: 70.0%	7000	41.9	8:32:57
: 80.0%	8000	41.9	4:53:07
: 90.0%	9000	41.9	2:08:14
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:16:49:50
: 30.0%	3000	41.9	2:11:52:12
: 40.0%	4000	41.9	1:10:12:54
: 50.0%	5000	41.9	21:23:12
: 60.0%	6000	41.9	13:41:20
: 70.0%	7000	41.9	8:33:23
: 80.0%	8000	41.9	4:53:24
: 90.0%	9000	41.9	2:08:22
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:16:57:30
: 30.0%	3000	41.9	2:11:55:14
: 40.0%	4000	41.9	1:10:14:27
: 50.0%	5000	41.9	21:24:04
: 60.0%	6000	41.9	13:41:49
: 70.0%	7000	41.9	8:33:38
: 80.0%	8000	41.9	4:53:31
: 90.0%	9000	41.9	2:08:25
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:17:00:48
: 30.0%	3000	41.9	2:11:56:59
: 40.0%	4000	41.9	1:10:15:39
: 50.0%	5000	41.9	21:24:55
: 60.0%	6000	41.9	13:42:26
: 70.0%	7000	41.9	8:34:05
: 80.0%	8000	41.9	4:53:47
: 90.0%	9000	41.9	2:08:32
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:17:08:29
: 30.0%	3000	41.9	2:12:00:02
: 40.0%	4000	41.9	1:10:17:12
: 50.0%	5000	41.9	21:25:47
: 60.0%	6000	41.9	13:42:55
: 70.0%	7000	41.9	8:34:20
: 80.0%	8000	41.9	4:53:54
: 90.0%	9000	41.9	2:08:35
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:17:11:46
: 30.0%	3000	41.9	2:12:01:48
: 40.0%	4000	41.9	1:10:18:24
: 50.0%	5000	41.9	21:26:38
: 60.0%	6000	41.9	13:43:32
: 70.0%	7000	41.9	8:34:46
: 80.0%	8000	41.9	4:54:11
: 90.0%	9000	41.9	2:08:43
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:17:19:33
: 30.0%	3000	41.9	2:12:04:53
: 40.0%	4000	41.9	1:10:19:58
: 50.0%	5000	41.9	21:27:30
: 60.0%	6000	41.9	13:44:01
: 70.0%	7000	41.9	8:35:01
: 80.0%	8000	41.9	4:54:18
: 90.0%	9000	41.9	2:08:45
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:17:22:53
: 30.0%	3000	41.9	2:12:06:39
: 40.0%	4000	41.9	1:10:21:10
: 50.0%	5000	41.9	21:28:22
: 60.0%	6000	41.9	13:44:39
: 70.0%	7000	41.9	8:35:27
: 80.0%	8000	41.9	4:54:35
: 90.0%	9000	41.9	2:08:53
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:17:30:36
: 30.0%	3000	41.9	2:12:09:42
: 40.0%	4000	41.9	1:10:22:44
: 50.0%	5000	41.9	21:29:14
: 60.0%	6000	41.9	13:45:07
: 70.0%	7000	41.9	8:35:43
: 80.0%	8000	41.9	4:54:42
: 90.0%	9000	41.9	2:08:56
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:17:33:56
: 30.0%	3000	41.9	2:12:11:30
: 40.0%	4000	41.9	1:10:23:56
: 50.0%	5000	41.9	21:30:06
: 60.0%	6000	41.9	13:45:45
: 70.0%	7000	41.9	8:36:09
: 80.0%	8000	41.9	4:54:58
: 90.0%	9000	41.9	2:09:04
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:17:41:34
: 30.0%	3000	41.9	2:12:14:31
: 40.0%	4000	41.9	1:10:25:29
: 50.0%	5000	41.9	21:30:57
: 60.0%	6000	41.9	13:46:13
: 70.0%	7000	41.9	8:36:24
: 80.0%	8000	41.9	4:55:05
: 90.0%	9000	41.9	2:09:06
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:17:44:56
: 30.0%	3000	41.9	2:12:16:19
: 40.0%	4000	41.9	1:10:26:41
: 50.0%	5000	41.9	21:31:49
: 60.0%	6000	41.9	13:46:51
: 70.0%	7000	41.9	8:36:50
: 80.0%	8000	41.9	4:55:22
: 90.0%	9000	41.9	2:09:14
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:17:52:42
: 30.0%	3000	41.9	2:12:19:23
: 40.0%	4000	41.9	1:10:28:15
: 50.0%	5000	41.9	21:32:41
: 60.0%	6000	41.9	13:47:20
: 70.0%	7000	41.9	8:37:05
: 80.0%	8000	41.9	4:55:29
: 90.0%	9000	41.9	2:09:16
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:17:56:01
: 30.0%	3000	41.9	2:12:21:09
: 40.0%	4000	41.9	1:10:29:27
: 50.0%	5000	41.9	21:33:33
: 60.0%	6000	41.9	13:47:57
: 70.0%	7000	41.9	8:37:32
: 80.0%	8000	41.9	4:55:46
: 90.0%	9000	41.9	2:09:24
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:18:03:42
: 30.0%	3000	41.9	2:12:24:12
: 40.0%	4000	41.9	1:10:31:00
: 50.0%	5000	41.9	21:34:24
: 60.0%	6000	41.9	13:48:26
: 70.0%	7000	41.9	8:37:47
: 80.0%	8000	41.9	4:55:53
: 90.0%	9000	41.9	2:09:27
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:18:06:58
: 30.0%	3000	41.9	2:12:25:56
: 40.0%	4000	41.9	1:10:32:11
: 50.0%	5000	41.9	21:35:16
: 60.0%	6000	41.9	13:49:03
: 70.0%	7000	41.9	8:38:13
: 80.0%	8000	41.9	4:56:09
: 90.0%	9000	41.9	2:09:35
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:18:14:43
: 30.0%	3000	41.9	2:12:29:01
: 40.0%	4000	41.9	1:10:33:46
: 50.0%	5000	41.9	21:36:08
: 60.0%	6000	41.9	13:49:32
: 70.0%	7000	41.9	8:38:28
: 80.0%	8000	41.9	4:56:16
: 90.0%	9000	41.9	2:09:37
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:18:17:59
: 30.0%	3000	41.9	2:12:30:46
: 40.0%	4000	41.9	1:10:34:57
: 50.0%	5000	41.9	21:36:59
: 60.0%	6000	41.9	13:50:09
: 70.0%	7000	41.9	8:38:54
: 80.0%	8000	41.9	4:56:33
: 90.0%	9000	41.9	2:09:45
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:18:25:44
: 30.0%	3000	41.9	2:12:33:50
: 40.0%	4000	41.9	1:10:36:31
: 50.0%	5000	41.9	21:37:51
: 60.0%	6000	41.9	13:50:38
: 70.0%	7000	41.9	8:39:09
: 80.0%	8000	41.9	4:56:40
: 90.0%	9000	41.9	2:09:47
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:18:29:01
: 30.0%	3000	41.9	2:12:35:35
: 40.0%	4000	41.9	1:10:37:42
: 50.0%	5000	41.9	21:38:42
: 60.0%	6000	41.9	13:51:16
: 70.0%	7000	41.9	8:39:36
: 80.0%	8000	41.9	4:56:56
: 90.0%	9000	41.9	2:09:55
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:18:36:49
: 30.0%	3000	41.9	2:12:38:41
: 40.0%	4000	41.9	1:10:39:17
: 50.0%	5000	41.9	21:39:35
: 60.0%	6000	41.9	13:51:45
: 70.0%	7000	41.9	8:39:51
: 80.0%	8000	41.9	4:57:04
: 90.0%	9000	41.9	2:09:58
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:18:40:07
: 30.0%	3000	41.9	2:12:40:27
: 40.0%	4000	41.9	1:10:40:29
: 50.0%	5000	41.9	21:40:26
: 60.0%	6000	41.9	13:52:22
: 70.0%	7000	41.9	8:40:17
: 80.0%	8000	41.9	4:57:20
: 90.0%	9000	41.9	2:10:06
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:18:47:49
: 30.0%	3000	41.9	2:12:43:30
: 40.0%	4000	41.9	1:10:42:02
: 50.0%	5000	41.9	21:41:18
: 60.0%	6000	41.9	13:52:51
: 70.0%	7000	41.9	8:40:32
: 80.0%	8000	41.9	4:57:27
: 90.0%	9000	41.9	2:10:08
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:18:51:09
: 30.0%	3000	41.9	2:12:45:15
: 40.0%	4000	41.9	1:10:43:13
: 50.0%	5000	41.9	21:42:09
: 60.0%	6000	41.9	13:53:28
: 70.0%	7000	41.9	8:40:58
: 80.0%	8000	41.9	4:57:44
: 90.0%	9000	41.9	2:10:16
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:18:58:45
: 30.0%	3000	41.9	2:12:48:16
: 40.0%	4000	41.9	1:10:44:46
: 50.0%	5000	41.9	21:43:00
: 60.0%	6000	41.9	13:53:56
: 70.0%	7000	41.9	8:41:13
: 80.0%	8000	41.9	4:57:51
: 90.0%	9000	41.9	2:10:18
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:19:02:04
: 30.0%	3000	41.9	2:12:50:03
: 40.0%	4000	41.9	1:10:45:58
: 50.0%	5000	41.9	21:43:52
: 60.0%	6000	41.9	13:54:34
: 70.0%	7000	41.9	8:41:40
: 80.0%	8000	41.9	4:58:07
: 90.0%	9000	41.9	2:10:26
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	5:19:09:48
: 30.0%	3000	41.9	2:12:53:07
: 40.0%	4000	41.9	1:10:47:32
: 50.0%	5000	41.9	21:44:44
: 60.0%	6000	41.9	13:55:03
: 70.0%	7000	41.9	8:41:55
